gene,uniprot_id,pdb_file
TLR6,Q9Y2C9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y2C9-F1-model_v6.pdb
DPEP2,Q9H4A9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H4A9-F1-model_v6.pdb
RET,P07949,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P07949-F1-model_v6.pdb
PTCHD4,Q6ZW05,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZW05-F1-model_v6.pdb
DUOX2,Q9NRD8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NRD8-F1-model_v6.pdb
GRAMD1B,Q3KR37,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q3KR37-F1-model_v6.pdb
SLC39A2,Q9NP94,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NP94-F1-model_v6.pdb
GPA33,Q99795,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99795-F1-model_v6.pdb
LRRC19,Q9H756,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H756-F1-model_v6.pdb
CD226,Q15762,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15762-F1-model_v6.pdb
ECE1,P42892,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P42892-F1-model_v6.pdb
PCDHA1,Q9Y5I3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5I3-F1-model_v6.pdb
PTPRG,P23470,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P23470-F1-model_v6.pdb
PROCR,Q9UNN8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UNN8-F1-model_v6.pdb
FAM171B,Q6P995,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6P995-F1-model_v6.pdb
HTR3A,P46098,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P46098-F1-model_v6.pdb
ELFN2,Q5R3F8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5R3F8-F1-model_v6.pdb
KLRC1,P26715,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26715-F1-model_v6.pdb
SLC13A3,Q8WWT9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WWT9-F1-model_v6.pdb
SLC7A4,O43246,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43246-F1-model_v6.pdb
CD300E,Q496F6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q496F6-F1-model_v6.pdb
SLC5A5,Q92911,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q92911-F1-model_v6.pdb
CLEC17A,Q6ZS10,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZS10-F1-model_v6.pdb
HEPHL1,Q6MZM0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6MZM0-F1-model_v6.pdb
SLC17A8,Q8NDX2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NDX2-F1-model_v6.pdb
NMUR2,Q9GZQ4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9GZQ4-F1-model_v6.pdb
KIR2DL4,Q99706,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99706-F1-model_v6.pdb
LRRC4,Q9HBW1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBW1-F1-model_v6.pdb
CHRNA6,Q15825,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15825-F1-model_v6.pdb
IGDCC3,Q8IVU1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IVU1-F1-model_v6.pdb
PCDHGB1,Q9Y5G3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5G3-F1-model_v6.pdb
KCNA3,P22001,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22001-F1-model_v6.pdb
GRPR,P30550,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30550-F1-model_v6.pdb
SLC22A2,O15244,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15244-F1-model_v6.pdb
TM4SF4,P48230,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48230-F1-model_v6.pdb
CDH6,P55285,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55285-F1-model_v6.pdb
CLCA2,Q9UQC9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UQC9-F1-model_v6.pdb
TRPV6,Q9H1D0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H1D0-F1-model_v6.pdb
GPR82,Q96P67,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96P67-F1-model_v6.pdb
RXFP1,Q9HBX9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBX9-F1-model_v6.pdb
HEPACAM2,A8MVW5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A8MVW5-F1-model_v6.pdb
CYSLTR2,Q9NS75,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NS75-F1-model_v6.pdb
SSTR3,P32745,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32745-F1-model_v6.pdb
MCHR1,Q99705,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99705-F1-model_v6.pdb
IL31RA,Q8NI17,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NI17-F1-model_v6.pdb
OR51B5,Q9H339,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H339-F1-model_v6.pdb
GLRB,P48167,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48167-F1-model_v6.pdb
LILRA1,O75019,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75019-F1-model_v6.pdb
ZPLD1,Q8TCW7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TCW7-F1-model_v6.pdb
SLC28A1,O00337,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00337-F1-model_v6.pdb
P2RX3,P56373,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P56373-F1-model_v6.pdb
NPHS1,O60500,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60500-F1-model_v6.pdb
CD69,Q07108,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q07108-F1-model_v6.pdb
IL12RB2,Q99665,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99665-F1-model_v6.pdb
CDH8,P55286,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55286-F1-model_v6.pdb
UMODL1,Q5DID0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5DID0-F1-model_v6.pdb
SLC20A2,Q08357,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q08357-F1-model_v6.pdb
FCRL6,Q6DN72,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6DN72-F1-model_v6.pdb
OR7C1,O76099,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O76099-F1-model_v6.pdb
LHFPL1,Q86WI0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86WI0-F1-model_v6.pdb
LHFPL5,Q8TAF8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TAF8-F1-model_v6.pdb
PCDHB13,Q9Y5F0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5F0-F1-model_v6.pdb
CD200R1,Q8TD46,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TD46-F1-model_v6.pdb
CNTN5,O94779,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O94779-F1-model_v6.pdb
GRIN1,Q05586,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q05586-F1-model_v6.pdb
MC4R,P32245,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32245-F1-model_v6.pdb
OTOA,Q7RTW8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7RTW8-F1-model_v6.pdb
SLC22A4,Q9H015,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H015-F1-model_v6.pdb
ERVV-1,B6SEH8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-B6SEH8-F1-model_v6.pdb
ENPP1,P22413,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22413-F1-model_v6.pdb
ABCA4,P78363,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78363-F1-model_v6.pdb
TMEM245,Q9H330,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H330-F1-model_v6.pdb
CLEC9A,Q6UXN8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UXN8-F1-model_v6.pdb
CD200,P41217,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41217-F1-model_v6.pdb
KLRK1,P26718,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26718-F1-model_v6.pdb
AREG,P15514,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P15514-F1-model_v6.pdb
LRFN2,Q9ULH4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULH4-F1-model_v6.pdb
LINGO4,Q6UY18,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UY18-F1-model_v6.pdb
EPHA8,P29322,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P29322-F1-model_v6.pdb
NPFFR2,Q9Y5X5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5X5-F1-model_v6.pdb
SLC38A4,Q969I6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q969I6-F1-model_v6.pdb
CHRM3,P20309,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P20309-F1-model_v6.pdb
ITGAM,P11215,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11215-F1-model_v6.pdb
TREML2,Q5T2D2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5T2D2-F1-model_v6.pdb
ATP13A1,Q9HD20,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HD20-F1-model_v6.pdb
CHRNB2,P17787,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P17787-F1-model_v6.pdb
SLC36A1,Q7Z2H8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z2H8-F1-model_v6.pdb
CALCR,P30988,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30988-F1-model_v6.pdb
ABCB4,P21439,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21439-F1-model_v6.pdb
KIR3DL2,P43630,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43630-F1-model_v6.pdb
FCRL4,Q96PJ5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96PJ5-F1-model_v6.pdb
IL1RAPL2,Q9NP60,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NP60-F1-model_v6.pdb
RXFP4,Q8TDU9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDU9-F1-model_v6.pdb
GPR37L1,O60883,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60883-F1-model_v6.pdb
SLCO2B1,O94956,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O94956-F1-model_v6.pdb
SLC12A3,P55017,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55017-F1-model_v6.pdb
ABCG5,Q9H222,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H222-F1-model_v6.pdb
TSHR,P16473,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P16473-F1-model_v6.pdb
MLNR,O43193,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43193-F1-model_v6.pdb
CNR2,P34972,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P34972-F1-model_v6.pdb
MFSD2B,A6NFX1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NFX1-F1-model_v6.pdb
INSR,P06213,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P06213-F1-model_v6.pdb
VSTM1,Q6UX27,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UX27-F1-model_v6.pdb
ITGAD,Q13349,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13349-F1-model_v6.pdb
GPR78,Q96P69,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96P69-F1-model_v6.pdb
ADCY7,P51828,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51828-F1-model_v6.pdb
DRD5,P21918,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21918-F1-model_v6.pdb
FCRL1,Q96LA6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96LA6-F1-model_v6.pdb
CRLF2,Q9HC73,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HC73-F1-model_v6.pdb
PCDHA13,Q9Y5I0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5I0-F1-model_v6.pdb
NPFFR1,Q9GZQ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9GZQ6-F1-model_v6.pdb
VSTM5,A8MXK1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A8MXK1-F1-model_v6.pdb
PCDHGA1,Q9Y5H4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5H4-F1-model_v6.pdb
GPR55,Q9Y2T6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y2T6-F1-model_v6.pdb
KIR2DL3,P43628,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43628-F1-model_v6.pdb
CHRNA3,P32297,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32297-F1-model_v6.pdb
CCR3,P51677,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51677-F1-model_v6.pdb
SLC22A16,Q86VW1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86VW1-F1-model_v6.pdb
TAS1R3,Q7RTX0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7RTX0-F1-model_v6.pdb
IL23R,Q5VWK5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VWK5-F1-model_v6.pdb
NCR1,O76036,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O76036-F1-model_v6.pdb
FPR2,P25090,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P25090-F1-model_v6.pdb
OPRD1,P41143,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41143-F1-model_v6.pdb
PCDHA5,Q9Y5H7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5H7-F1-model_v6.pdb
GALR2,O43603,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43603-F1-model_v6.pdb
RELL1,Q8IUW5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IUW5-F1-model_v6.pdb
SLC10A5,Q5PT55,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5PT55-F1-model_v6.pdb
SLC45A2,Q9UMX9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UMX9-F1-model_v6.pdb
